quartier,type_bien,prix_m2,etat,surface_m2,latitude,longitude,dist_tram_m,tram_500m,intersect_500m,tt_centre_min,tt_cfc_min,tt_maarif_min,tt_sidi_maarouf_min,tt_port_min,n_ecoles_500m,n_ecoles_1km,dist_ecole_m,n_banques_500m,n_banques_1km,dist_banque_m,n_malls_500m,n_malls_1km,dist_mall_m,dist_mer_m,dist_parc_m,n_parcs_1km,surface_verte_m2_1km,nuisance_route_500m,n_industries_500m,n_fuel_500m,haut standing,log_prix_m2,log_surface_m2
Sidi Maarouf,Maison,6400.0,Recent,500,33.5433,-7.6578,285.1916267776966,1,176,19.5,2.2,14.8,4.4,27.5,5,10,105.3468706265121,0,0,1047.606462501049,0,0,1491.775741859731,5703.85074577057,1390.852639316669,0,0.0,2654.4,0,0,0,8.764053269347762,6.214608098422191
Belvedere,Appartement,5705.0,Bon état,149,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,8.649098262296176,5.003946305945459
Les Princesses,Appartement,15789.0,Bon état,133,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,9.667068774021889,4.890349128221754
Ain Diab,Appartement,27811.0,Bon état,169,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,10.23318690486991,5.129898714923073
Ain Diab,Appartement,20205.0,Bon état,292,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,9.913685377512573,5.676753802268282
Oasis,Villa,11000.0,Bon état,949,33.564,-7.6223,439.4548758165475,1,192,8.9,14.6,6.6,10.5,16.1,5,17,178.3049765648991,1,18,488.8021502518404,0,1,685.5191232564281,4170.322914127682,416.3842922132512,5,108605.7,2253.1,0,2,0,9.305650551780507,6.855408798609928
Ain Sebaa,Appartement,11646.0,Bon état,79,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.362718052397065,4.369447852467021
Ain Diab Extension,Villa,14528.0,Bon état,413,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,9.583833100841074,6.023447592961033
Ain Sebaa,Appartement,11191.0,Bon état,76,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.322865162818028,4.330733340286331
Ain Diab Extension,Appartement,13148.0,Bon état,270,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,9.48402493478411,5.598421958998375
Les Hopitaux,Studio,12650.0,Bon état,100,33.584,-7.598,86.16475996416162,1,198,6.4,24.4,10.2,20.3,7.9,1,12,471.8008773303524,3,22,36.4706250244772,0,1,524.1440908306643,2022.173450146973,712.6310545760888,6,21081.0,3466.3,0,4,0,9.445412494155667,4.605170185988092
Palmier,Studio,22500.0,Bon état,60,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,1,10.02127058819251,4.0943445622221
Palmier,Studio,24400.0,Bon état,50,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,0,10.10233841128129,3.912023005428146
Oasis,Studio,21800.0,Bon état,50,33.564,-7.6223,439.4548758165475,1,192,8.9,14.6,6.6,10.5,16.1,5,17,178.3049765648991,1,18,488.8021502518404,0,1,685.5191232564281,4170.322914127682,416.3842922132512,5,108605.7,2253.1,0,2,1,9.98966524877718,3.912023005428146
Riviera,Studio,22000.0,Bon état,55,33.5937,-7.6716,1101.425349293884,0,265,15.2,18.2,12.0,20.5,21.0,0,0,1363.949070450422,3,9,365.318765817671,0,1,853.6519537741274,444.1214635841355,1578.831205494542,0,0.0,1234.2,0,0,0,9.998797732340453,4.007333185232471
Sidi Moumen,Appartement,7593.0,Neuf,108,33.5895,-7.5178,1159.226632445389,0,135,29.3,45.7,33.5,40.2,24.6,0,2,841.9992581093699,4,6,167.352537206619,0,0,1973.08983975726,3824.806072287085,1270.958757491938,0,0.0,0.0,0,0,0,8.934982049213234,4.68213122712422
Beausejour,Appartement,10219.0,Bon état,137,33.591,-7.6251,425.3804669514898,1,331,1.8,20.7,4.2,18.7,8.9,5,19,115.9786843947549,18,88,120.0524350984131,1,2,194.9715314830628,1370.125624495474,185.5202413092544,7,305563.9,425.9,0,0,0,9.23200401161221,4.919980925828125
Bourgogne Ouest,Appartement,15500.0,Bon état,100,33.5895,-7.6156,228.6013139598524,1,239,1.1,22.0,5.9,19.1,7.4,1,20,481.616359297559,38,113,107.1278108274494,1,2,260.4784121743854,1310.159668709335,382.8151670100606,6,259448.4,0.0,0,1,0,9.648595302907339,4.605170185988092
Oasis,Studio,22600.0,Bon état,50,33.564,-7.6223,439.4548758165475,1,192,8.9,14.6,6.6,10.5,16.1,5,17,178.3049765648991,1,18,488.8021502518404,0,1,685.5191232564281,4170.322914127682,416.3842922132512,5,108605.7,2253.1,0,2,1,10.02570518526038,3.912023005428146
Oasis,Appartement,23289.0,Bon état,76,33.564,-7.6223,439.4548758165475,1,192,8.9,14.6,6.6,10.5,16.1,5,17,178.3049765648991,1,18,488.8021502518404,0,1,685.5191232564281,4170.322914127682,416.3842922132512,5,108605.7,2253.1,0,2,1,10.05573642507379,4.330733340286331
Ain Diab,Appartement,27094.0,Bon état,203,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,10.20706758014068,5.313205979041787
Ferme Bretonne,Appartement,22449.0,Neuf,49,33.549,-7.5944,682.2498354811139,0,452,15.8,20.6,15.7,14.5,20.1,1,10,402.6473591362682,9,24,309.9591411431054,0,1,896.6660164826084,5921.222724674229,289.6665405317857,13,92221.9,0.0,0,0,0,10.01900134874847,3.891820298110626
Ain Diab,Villa,21667.0,Bon état,600,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,9.983545644706707,6.396929655216146
Anfa Superieur,Villa,23889.0,Bon état,1800,33.5936,-7.6623,1822.522846998491,0,236,12.5,18.1,9.5,19.6,18.4,0,5,508.5276262374399,0,7,537.853953882657,0,1,556.4412964895895,904.0454075058751,837.237040269726,1,9866.0,501.8,0,0,0,10.08117338092555,7.495541943884256
Anfa,Villa,23500.0,Bon état,1000,33.5892,-7.6554,2018.073637944443,0,285,10.4,16.8,7.0,17.6,17.0,1,16,362.6416182317528,0,13,541.7061651720783,0,0,1305.143516239904,1674.22629301091,275.1593621695635,2,31804.4,922.9,0,3,1,10.06475570013225,6.907755278982137
Mers Sultan,Studio,20233.0,Bon état,43,33.5921,-7.6024,165.7308739134413,1,262,5.0,25.3,9.7,21.8,5.1,1,7,453.5204000758147,18,51,105.7672581525134,0,0,1113.518424748274,1120.387185555903,162.627434636914,3,17996.5,5676.8,0,5,0,9.915070213779195,3.761200115693562
Maarif Extension,Appartement,20333.0,Bon état,120,33.578,-7.6419,935.4665533598751,0,800,7.7,14.4,2.7,13.4,15.5,3,28,399.2556942630411,17,60,241.6936439583812,0,1,877.3087569673421,2961.374911819636,388.8110925401876,4,13849.6,1463.2,1,2,0,9.920000460910341,4.787491742782046
Bourgogne Ouest,Appartement,12688.0,Bon état,93,33.5895,-7.6156,228.6013139598524,1,239,1.1,22.0,5.9,19.1,7.4,1,20,481.616359297559,38,113,107.1278108274494,1,2,260.4784121743854,1310.159668709335,382.8151670100606,6,259448.4,0.0,0,1,0,9.448411943874628,4.532599493153256
Les Princesses,Studio,18493.0,Bon état,73,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,9.825147561084876,4.290459441148391
Ain Diab Extension,Villa,15000.0,Bon état,400,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,1,9.615805480084347,5.991464547107982
Ain Sebaa,Appartement,13111.0,Bon état,72,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.481206851499401,4.276666119016055
Ain Sebaa,Appartement,10879.0,Neuf,91,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.294589604421082,4.51085950651685
Palmier,Duplex,19231.0,Bon état,65,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,0,9.864278839310847,4.174387269895637
Les Princesses,Studio,22549.0,Bon état,51,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,1,10.02344599804951,3.931825632724326
Les Princesses,Studio,27234.0,Bon état,47,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,1,10.21222147168452,3.850147601710058
Oasis,Studio,21538.0,Bon état,52,33.564,-7.6223,439.4548758165475,1,192,8.9,14.6,6.6,10.5,16.1,5,17,178.3049765648991,1,18,488.8021502518404,0,1,685.5191232564281,4170.322914127682,416.3842922132512,5,108605.7,2253.1,0,2,1,9.977574095888826,3.951243718581428
Hay Hassani,Appartement,11201.0,Neuf,90,33.5559,-7.6694,1061.437034671273,0,283,18.6,5.2,13.6,9.5,26.6,0,10,553.47482728959,0,15,606.5549394007352,0,1,993.799108621049,3891.858342292081,389.028154924507,1,174224.6,0.0,0,0,0,9.32375833901174,4.499809670330265
Riviera,Appartement,20986.0,Bon état,70,33.5937,-7.6716,1101.425349293884,0,265,15.2,18.2,12.0,20.5,21.0,0,0,1363.949070450422,3,9,365.318765817671,0,1,853.6519537741274,444.1214635841355,1578.831205494542,0,0.0,1234.2,0,0,0,9.951610827717856,4.248495242049359
Sidi Moumen,Appartement,8776.0,Bon état,98,33.5895,-7.5178,1159.226632445389,0,135,29.3,45.7,33.5,40.2,24.6,0,2,841.9992581093699,4,6,167.352537206619,0,0,1973.08983975726,3824.806072287085,1270.958757491938,0,0.0,0.0,0,0,0,9.079776001955066,4.584967478670572
Anfa Superieur,Villa,17250.0,Bon état,2000,33.5936,-7.6623,1822.522846998491,0,236,12.5,18.1,9.5,19.6,18.4,0,5,508.5276262374399,0,7,537.853953882657,0,1,556.4412964895895,904.0454075058751,837.237040269726,1,9866.0,501.8,0,0,0,9.755567422459507,7.600902459542082
Anfa Superieur,Villa,36000.0,Bon état,1000,33.5936,-7.6623,1822.522846998491,0,236,12.5,18.1,9.5,19.6,18.4,0,5,508.5276262374399,0,7,537.853953882657,0,1,556.4412964895895,904.0454075058751,837.237040269726,1,9866.0,501.8,0,0,0,10.49127421743825,6.907755278982137
Anfa,Villa,19091.0,Bon état,1100,33.5892,-7.6554,2018.073637944443,0,285,10.4,16.8,7.0,17.6,17.0,1,16,362.6416182317528,0,13,541.7061651720783,0,0,1305.143516239904,1674.22629301091,275.1593621695635,2,31804.4,922.9,0,3,1,9.856972298794659,7.003065458786462
Belvedere,Studio,8904.0,Bon état,73,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,1,9.094255892955381,4.290459441148391
Belvedere,Appartement,13077.0,Bon état,65,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.478610240906502,4.174387269895637
Anfa,Appartement,19828.0,Bon état,58,33.5892,-7.6554,2018.073637944443,0,285,10.4,16.8,7.0,17.6,17.0,1,16,362.6416182317528,0,13,541.7061651720783,0,0,1305.143516239904,1674.22629301091,275.1593621695635,2,31804.4,922.9,0,3,0,9.894850359140465,4.060443010546419
Les Princesses,Appartement,25600.0,Neuf,50,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,10.15034763046765,3.912023005428146
Palmier,Studio,22545.0,Neuf,55,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,0,10.02326859085519,4.007333185232471
Mers Sultan,Studio,16667.0,Bon état,51,33.5921,-7.6024,165.7308739134413,1,262,5.0,25.3,9.7,21.8,5.1,1,7,453.5204000758147,18,51,105.7672581525134,0,0,1113.518424748274,1120.387185555903,162.627434636914,3,17996.5,5676.8,0,5,0,9.721185995542177,3.931825632724326
Ain Diab,Villa,25733.0,Bon état,750,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,10.15552949389299,6.620073206530356
Gauthier,Appartement,14103.0,Bon état,156,33.5894,-7.6323,959.1116176283815,0,607,3.8,19.2,3.0,17.6,11.0,5,27,294.5835191360475,30,87,150.4894651367747,0,1,554.6707143418583,1836.82314228007,457.1033411301289,7,257767.7,3160.4,0,2,1,9.55414281969224,5.049856007249537
Maarif Extension,Appartement,15294.0,Bon état,85,33.578,-7.6419,935.4665533598751,0,800,7.7,14.4,2.7,13.4,15.5,3,28,399.2556942630411,17,60,241.6936439583812,0,1,877.3087569673421,2961.374911819636,388.8110925401876,4,13849.6,1463.2,1,2,0,9.63521587360417,4.442651256490317
Maarif Extension,Appartement,12037.0,Bon état,162,33.578,-7.6419,935.4665533598751,0,800,7.7,14.4,2.7,13.4,15.5,3,28,399.2556942630411,17,60,241.6936439583812,0,1,877.3087569673421,2961.374911819636,388.8110925401876,4,13849.6,1463.2,1,2,1,9.395740518379736,5.087596335232384
Val Fleury,Appartement,15041.0,Bon état,123,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,0,9.618535084655214,4.812184355372417
Ain Sebaa,Appartement,12316.0,Bon état,71,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.41865450904439,4.262679877041315
Ain Sebaa,Appartement,12922.0,Neuf,77,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.466686564118111,4.343805421853684
Ferme Bretonne,Studio,22857.0,Bon état,56,33.549,-7.5944,682.2498354811139,0,452,15.8,20.6,15.7,14.5,20.1,1,10,402.6473591362682,9,24,309.9591411431054,0,1,896.6660164826084,5921.222724674229,289.6665405317857,13,92221.9,0.0,0,0,1,10.03701269514112,4.02535169073515
Palmier,Studio,26222.0,Bon état,45,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,0,10.17435403205935,3.80666248977032
Val Fleury,Appartement,15041.0,Bon état,123,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,0,9.618535084655214,4.812184355372417
Ferme Bretonne,Appartement,24000.0,Neuf,50,33.549,-7.5944,682.2498354811139,0,452,15.8,20.6,15.7,14.5,20.1,1,10,402.6473591362682,9,24,309.9591411431054,0,1,896.6660164826084,5921.222724674229,289.6665405317857,13,92221.9,0.0,0,0,0,10.08580910933008,3.912023005428146
Sidi Maarouf,Villa,9565.0,Bon état,1150,33.5433,-7.6578,285.1916267776966,1,176,19.5,2.2,14.8,4.4,27.5,5,10,105.3468706265121,0,0,1047.606462501049,0,0,1491.775741859731,5703.85074577057,1390.852639316669,0,0.0,2654.4,0,0,0,9.165865881874353,7.047517221357296
Hay Hassani,Appartement,13064.0,Neuf,75,33.5559,-7.6694,1061.437034671273,0,283,18.6,5.2,13.6,9.5,26.6,0,10,553.47482728959,0,15,606.5549394007352,0,1,993.799108621049,3891.858342292081,389.028154924507,1,174224.6,0.0,0,0,0,9.4776156346503,4.31748811353631
Riviera,Appartement,21709.0,Bon état,86,33.5937,-7.6716,1101.425349293884,0,265,15.2,18.2,12.0,20.5,21.0,0,0,1363.949070450422,3,9,365.318765817671,0,1,853.6519537741274,444.1214635841355,1578.831205494542,0,0.0,1234.2,0,0,0,9.985482200088756,4.454347296253507
Sidi Moumen,Appartement,8000.0,Neuf,100,33.5895,-7.5178,1159.226632445389,0,135,29.3,45.7,33.5,40.2,24.6,0,2,841.9992581093699,4,6,167.352537206619,0,0,1973.08983975726,3824.806072287085,1270.958757491938,0,0.0,0.0,0,0,0,8.987196820661973,4.605170185988092
Palmier,Appartement,23684.0,Neuf,57,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,0,10.07255499365167,4.04305126783455
Palmier,Studio,20635.0,Neuf,63,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,0,9.934743942186682,4.143134726391533
Les Princesses,Appartement,21200.0,Bon état,75,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,1,9.961756460660103,4.31748811353631
Californie,Villa,13333.0,Bon état,1500,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,0,9.497997444115459,7.313220387090301
Californie,Villa,19481.0,Bon état,462,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,0,9.877194910581204,6.135564891081739
Les Princesses,Appartement,22000.0,Bon état,50,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,9.998797732340453,3.912023005428146
Palmier,Appartement,20536.0,Neuf,56,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,0,9.929934722550977,4.02535169073515
Maarif,Appartement,15109.0,Bon état,92,33.578,-7.63,516.1618040869354,0,370,5.0,16.3,1.3,13.9,13.1,4,20,24.99190181775799,14,62,398.5943794644788,0,0,1039.590736742931,2854.671279154411,262.0862290850807,9,85359.3,0.0,0,1,0,9.62304587173984,4.52178857704904
Gauthier,Appartement,14444.0,Bon état,180,33.5894,-7.6323,959.1116176283815,0,607,3.8,19.2,3.0,17.6,11.0,5,27,294.5835191360475,30,87,150.4894651367747,0,1,554.6707143418583,1836.82314228007,457.1033411301289,7,257767.7,3160.4,0,2,0,9.578034382397348,5.19295685089021
Sidi Maarouf,Villa,11350.0,Bon état,600,33.5433,-7.6578,285.1916267776966,1,176,19.5,2.2,14.8,4.4,27.5,5,10,105.3468706265121,0,0,1047.606462501049,0,0,1491.775741859731,5703.85074577057,1390.852639316669,0,0.0,2654.4,0,0,0,9.336973022909548,6.396929655216146
Ain Diab Extension,Villa,15900.0,Bon état,500,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,9.674074388208323,6.214608098422191
Ain Sebaa,Appartement,12211.0,Bon état,71,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.410092463833022,4.262679877041315
Ain Sebaa,Appartement,10097.0,Neuf,103,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.219993629004321,4.634728988229636
Ain Diab,Appartement,26829.0,Bon état,205,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,10.19723867101429,5.323009979138408
Racine,Appartement,25000.0,Bon état,260,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,10.12663110385034,5.560681631015528
Californie,Villa,12000.0,Bon état,2000,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,1,9.392661928770137,7.600902459542082
